1,0.01,0.34,0.254,0.406

1,0.02,0.354,0.256,0.39

1,0.03,0.416,0.22,0.364

1,0.04,0.446,0.212,0.342

1,0.05,0.474,0.198,0.328

1,0.06,0.494,0.196,0.31

1,0.07,0.524,0.168,0.308

1,0.08,0.532,0.172,0.296

1,0.09,0.57,0.14,0.29

1,0.1,0.578,0.152,0.27

1,0.11,0.596,0.166,0.238

1,0.12,0.608,0.148,0.244

1,0.13,0.638,0.13,0.232

1,0.14,0.644,0.152,0.204

1,0.15,0.664,0.16,0.176

1,0.16,0.68,0.144,0.176

1,0.17,0.71,0.122,0.168

1,0.18,0.728,0.108,0.164

1,0.19,0.732,0.126,0.142

1,0.2,0.746,0.104,0.15

1,0.21,0.74,0.128,0.132

1,0.22,0.748,0.122,0.13

1,0.23,0.742,0.114,0.144

1,0.24,0.754,0.112,0.134

1,0.25,0.738,0.128,0.134

1,0.26,0.732,0.122,0.146

1,0.27,0.762,0.098,0.14

1,0.28,0.76,0.102,0.138

1,0.29,0.762,0.102,0.136

1,0.3,0.76,0.112,0.128

1,0.31,0.768,0.114,0.118

1,0.32,0.76,0.126,0.114

1,0.33,0.762,0.118,0.12

1,0.34,0.768,0.12,0.112

1,0.35,0.77,0.112,0.118

1,0.36,0.758,0.128,0.114

1,0.37,0.762,0.122,0.116

1,0.38,0.79,0.116,0.094

1,0.39,0.796,0.128,0.076

1,0.4,0.82,0.108,0.072

1,0.41,0.822,0.108,0.07

1,0.42,0.832,0.108,0.06

1,0.43,0.828,0.112,0.06

1,0.44,0.83,0.116,0.054

1,0.45,0.824,0.13,0.046

1,0.46,0.838,0.106,0.056

1,0.47,0.832,0.118,0.05

1,0.48,0.862,0.086,0.052

1,0.49,0.866,0.09,0.044

1,0.5,0.86,0.094,0.046

1,0.51,0.858,0.092,0.05

1,0.52,0.846,0.1,0.054

1,0.53,0.838,0.108,0.054

1,0.54,0.836,0.118,0.046

1,0.55,0.852,0.102,0.046

1,0.56,0.862,0.096,0.042

1,0.57,0.878,0.082,0.04

1,0.58,0.884,0.078,0.038

1,0.59,0.868,0.094,0.038

1,0.6,0.864,0.104,0.032

1,0.61,0.872,0.092,0.036

1,0.62,0.866,0.098,0.036

1,0.63,0.868,0.098,0.034

1,0.64,0.882,0.084,0.034

1,0.65,0.872,0.09,0.038

1,0.66,0.864,0.102,0.034

